310,4,0,0,0,0,2.1,211,101253
311,3.7,0,0,0,0,2.1,154,101252
312,3.5,0,0,0,0,2.1,5,101252
313,3,0,0,0,0,2.1,89,101252
314,2.9,0,0,0,0,2.1,316,101252
315,2.8,0,0,0,0,2.1,131,101252
316,2.8,0,0,0,0,2.1,1,101252
317,2.8,0,0,0,0,2.1,88,101252
318,3,0,0,0,0,4.7,107,101252
319,3.3,0,0,0,0,3.1,350,101252
320,3.7,0,0,9,20,1.5,360,101252
321,4.2,6.480908,136.502355,261,56,2.6,350,101252
322,4.7,12.047371,149.465025,441,72,1,340,101253
323,5.3,15.774699,163.335456,510,81,3.1,340,101253
324,5.6,17.305533,177.824517,536,77,2.6,350,101253
325,5.9,16.482721,192.403985,387,85,5.1,350,101253
326,6,13.392063,206.508076,107,71,3.6,340,101253
327,5.9,8.337859,219.762548,0,19,3.8,193,101253
328,5.7,1.854016,232.08433,0,0,4.1,340,101253
329,5.3,0,0,0,0,3.6,340,101253
330,4.9,0,0,0,0,2.6,320,101253
331,4,0,0,0,0,3.1,340,101253
332,3.7,0,0,0,0,3.6,330,101253
333,3.5,0,0,0,0,4.1,12,101253
334,4,0,0,0,0,4.1,291,101253
335,4.6,0,0,0,0,4.1,166,101253
336,5.3,0,0,0,0,4.1,0,101253
337,6,0,0,0,0,4.1,195,101253
338,5.9,0,0,0,0,4.1,323,101253
339,6,0,0,0,0,4.1,68,101253
340,6,0,0,0,0,4.1,228,101253
341,6.1,0,0,0,0,4.1,263,101253
342,6.2,0,0,0,0,2.1,7,101253
343,6.1,0,0,0,0,2.1,340,101253
344,6.2,0,0,31,19,2.1,340,101253
345,6.4,6.602967,136.343565,0,52,2.6,330,101253
346,6.6,12.190589,149.321701,6,93,3.6,330,101253
347,6.8,15.938197,163.214427,16,115,4.6,340,101253
348,6.9,17.486452,177.732953,19,118,4.6,350,101253
349,7,16.675935,192.34617,170,104,3.6,350,101253
350,7,13.591494,206.483496,0,66,4.3,81,101253
351,7,8.537609,219.76687,0,20,5.1,360,101253
352,6.9,2.03942,232.111696,0,0,3.6,10,101253
353,6.8,0,0,0,0,2.1,10,101253
354,6.6,0,0,0,0,2.1,10,101252
355,6.3,0,0,0,0,1,20,101253
356,6.2,0,0,0,0,1.5,330,101253
357,6.2,0,0,0,0,0,72,101253
358,5.4,0,0,0,0,0,137,101253
